OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500482,Sample-Routine,Water,Surface Water,7/25/2015,0:23:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083603,,,Escherichia coli,,460000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500482,Sample-Routine,Water,Surface Water,7/25/2015,0:23:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083604,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500462,Sample-Routine,Water,Surface Water,7/12/2015,23:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083391,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500462,Sample-Routine,Water,Surface Water,7/12/2015,23:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Rising stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083390,,,Escherichia coli,,390000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500468,Sample-Routine,Water,Surface Water,7/13/2015,2:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083458,,,Escherichia coli,,280000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500468,Sample-Routine,Water,Surface Water,7/13/2015,2:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083459,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500617,Sample-Routine,Water,Surface Water,6/9/2015,12:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103140047,,,Escherichia coli,,1000000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500617,Sample-Routine,Water,Surface Water,6/9/2015,12:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313148111011101,,,,Falling stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103140048,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01600299,Sample-Routine,Water,Surface Water,12/2/2015,14:00:00,MST,,,,,,,,,,,,,,U.S. National Park Service,USGS-313343110024701,,,,Not applicable,Not applicable,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-104004702,,,Escherichia coli,,59,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,U.S. National Park Service,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500585,Sample-Routine,Water,Surface Water,9/22/2015,23:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084714,,,Escherichia coli,,23000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500585,Sample-Routine,Water,Surface Water,9/22/2015,23:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084715,,,Total Coliform,Total,250000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500439,Quality Control Sample-Field Replicate,Water,Surface Water,6/30/2015,20:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083197,,,Escherichia coli,,66000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500439,Quality Control Sample-Field Replicate,Water,Surface Water,6/30/2015,20:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083198,,,Total Coliform,Total,1400000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500502,Sample-Routine,Water,Surface Water,7/29/2015,7:24:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083808,,,Escherichia coli,,460000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500502,Sample-Routine,Water,Surface Water,7/29/2015,7:24:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Falling stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083809,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500584,Sample-Routine,Water,Surface Water,9/22/2015,22:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084705,,,Escherichia coli,,36000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500584,Sample-Routine,Water,Surface Water,9/22/2015,22:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084706,,,Total Coliform,Total,310000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500575,Sample-Routine,Water,Surface Water,9/22/2015,11:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084603,,,Escherichia coli,,89000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500575,Sample-Routine,Water,Surface Water,9/22/2015,11:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084604,,,Total Coliform,Total,1600000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500647,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,22:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149769,,,Escherichia coli,,66,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500647,Quality Control Sample-Field Replicate,Water,Surface Water,3/11/2015,22:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149770,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500687,Sample-Routine,Water,Surface Water,9/22/2015,14:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,Not determined,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103150212,,,Escherichia coli,,29000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500687,Sample-Routine,Water,Surface Water,9/22/2015,14:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,Not determined,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103150213,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,580000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500560,Sample-Routine,Water,Surface Water,9/21/2015,21:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084454,,,Escherichia coli,,170000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500560,Sample-Routine,Water,Surface Water,9/21/2015,21:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084455,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500560,Sample-Routine,Water,Surface Water,9/21/2015,21:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084459,,,Enterococcus,,19000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,99601,,,,,,,,,BAC06,USGS,"Enterococci,EnterolertQuantitray",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500478,Sample-Routine,Water,Surface Water,7/24/2015,22:38:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083563,,,Escherichia coli,,870000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500478,Sample-Routine,Water,Surface Water,7/24/2015,22:38:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Peak stage,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103083564,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,2400000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500435,Sample-Routine,Water,Surface Water,3/2/2015,16:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083146,,,Escherichia coli,,28,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500435,Sample-Routine,Water,Surface Water,3/2/2015,16:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103083147,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500427,Sample-Routine,Water,Surface Water,6/12/2015,14:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312710110574201,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-102229941,,,Escherichia coli,,2500000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,"""1:10,000""",50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500427,Sample-Routine,Water,Surface Water,6/12/2015,14:40:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-312710110574201,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-102229942,,,Total Coliform,Total,8200000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,"""1:10,000""",50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500538,Sample-Routine,Water,Surface Water,9/21/2015,12:25:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084218,,,Escherichia coli,,29000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500538,Sample-Routine,Water,Surface Water,9/21/2015,12:25:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,Not determined,Flood,,,50,USGS parameter code 82398,Point sample,,"Sampler, point, automatic",NWIS-103084219,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,Upper Reporting Limit,1700000,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500605,Sample-Routine,Water,Surface Water,9/22/2015,13:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481710,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139879,,,Escherichia coli,,25000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500605,Sample-Routine,Water,Surface Water,9/22/2015,13:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481710,,,,Peak stage,Flood,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103139880,,,Total Coliform,Total,240000,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,0.736111111,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500533,Sample-Routine,Water,Surface Water,9/18/2015,12:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103084149,,,Escherichia coli,,230,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500533,Sample-Routine,Water,Surface Water,9/18/2015,12:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103084150,Present Above Quantification Limit,,Total Coliform,Total,,,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,,,,,Upper Reporting Limit,2400,MPN/100 ml,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500533,Sample-Routine,Water,Surface Water,9/18/2015,12:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09481740,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103084155,,,Enterococcus,,100,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,99601,,,,,,,,,BAC06,USGS,"Enterococci,EnterolertQuantitray",,Standard Methods,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500657,Quality Control Sample-Field Replicate,Water,Surface Water,3/12/2015,8:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149939,,,Escherichia coli,,59,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50468,,,,,,,,,BAC14,USGS,"E coli, water, Colilert (24-28)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.01500657,Quality Control Sample-Field Replicate,Water,Surface Water,3/12/2015,8:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-313343110024701,,,,"Stable, normal stage",Routine sample,,,70,USGS parameter code 82398,Grab sample  (dip),,Grab sample,NWIS-103149940,,,Total Coliform,Total,1200,MPN/100 ml,,Accepted,,Actual,,,,,,,,,,,50569,,,,,,,,,BAC47,USGS,"Tot coliform, Colilert (24-28hr)",,Standard Methods,USGS - Arizona Water Science Center,,,,,,,,,NWIS
